id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jenis_pekerjaan,jumlah_penduduk,satuan,semester,tahun
16410,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120005,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1005,PASIRWANGI,TENAGA KESEHATAN,47,ORANG,2,2021
16411,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120005,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1005,PASIRWANGI,PENSIUNAN,148,ORANG,2,2021
16412,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120005,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1005,PASIRWANGI,LAINNYA,3845,ORANG,2,2021
16413,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,BELUM BEKERJA,3871,ORANG,2,2021
16414,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,APARATUR PEJABAT NEGARA,618,ORANG,2,2021
16415,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,TENAGA PENGAJAR,178,ORANG,2,2021
16416,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,WIRASWASTA,5362,ORANG,2,2021
16417,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,PERTANIAN DAN PETERNAKAN,22,ORANG,2,2021
16418,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,NELAYAN,0,ORANG,2,2021
16419,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,AGAMA DAN KEPERCAYAAN,10,ORANG,2,2021
16420,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,PELAJAR DAN MAHASISWA,3655,ORANG,2,2021
16421,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,TENAGA KESEHATAN,43,ORANG,2,2021
16422,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,PENSIUNAN,180,ORANG,2,2021
16423,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,LAINNYA,3828,ORANG,2,2021
16424,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,BELUM BEKERJA,4534,ORANG,2,2021
16425,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,APARATUR PEJABAT NEGARA,629,ORANG,2,2021
16426,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,TENAGA PENGAJAR,239,ORANG,2,2021
16427,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,WIRASWASTA,6249,ORANG,2,2021
16428,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,PERTANIAN DAN PETERNAKAN,69,ORANG,2,2021
16429,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,NELAYAN,0,ORANG,2,2021
16430,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,AGAMA DAN KEPERCAYAAN,4,ORANG,2,2021
16431,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,PELAJAR DAN MAHASISWA,4179,ORANG,2,2021
16432,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,TENAGA KESEHATAN,67,ORANG,2,2021
16433,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,PENSIUNAN,251,ORANG,2,2021
16434,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,UJUNGBERUNG,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,LAINNYA,4484,ORANG,2,2021
16435,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,BELUM BEKERJA,967,ORANG,2,2021
16436,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,APARATUR PEJABAT NEGARA,189,ORANG,2,2021
16437,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,TENAGA PENGAJAR,36,ORANG,2,2021
16438,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,WIRASWASTA,1327,ORANG,2,2021
16439,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,PERTANIAN DAN PETERNAKAN,26,ORANG,2,2021
16440,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,NELAYAN,0,ORANG,2,2021
16441,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,AGAMA DAN KEPERCAYAAN,2,ORANG,2,2021
16442,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,PELAJAR DAN MAHASISWA,833,ORANG,2,2021
16443,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,TENAGA KESEHATAN,18,ORANG,2,2021
16444,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,PENSIUNAN,13,ORANG,2,2021
16445,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,LAINNYA,872,ORANG,2,2021
16446,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,BELUM BEKERJA,4333,ORANG,2,2021
16447,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,APARATUR PEJABAT NEGARA,1057,ORANG,2,2021
16448,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,TENAGA PENGAJAR,252,ORANG,2,2021
16449,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,WIRASWASTA,6393,ORANG,2,2021
16450,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,PERTANIAN DAN PETERNAKAN,36,ORANG,2,2021
16451,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,NELAYAN,0,ORANG,2,2021
16452,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,AGAMA DAN KEPERCAYAAN,6,ORANG,2,2021
16453,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,PELAJAR DAN MAHASISWA,4086,ORANG,2,2021
16454,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,TENAGA KESEHATAN,82,ORANG,2,2021
16455,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,PENSIUNAN,559,ORANG,2,2021
16456,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,LAINNYA,4335,ORANG,2,2021
16457,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,BELUM BEKERJA,2379,ORANG,2,2021
16458,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,APARATUR PEJABAT NEGARA,591,ORANG,2,2021
16459,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,TENAGA PENGAJAR,128,ORANG,2,2021
16460,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,WIRASWASTA,3301,ORANG,2,2021
16461,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,PERTANIAN DAN PETERNAKAN,17,ORANG,2,2021
16462,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,NELAYAN,1,ORANG,2,2021
16463,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,AGAMA DAN KEPERCAYAAN,3,ORANG,2,2021
16464,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,PELAJAR DAN MAHASISWA,2498,ORANG,2,2021
16465,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,TENAGA KESEHATAN,50,ORANG,2,2021
16466,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,PENSIUNAN,111,ORANG,2,2021
16467,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,LAINNYA,2082,ORANG,2,2021
16468,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,BELUM BEKERJA,941,ORANG,2,2021
16469,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,APARATUR PEJABAT NEGARA,338,ORANG,2,2021
16470,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,TENAGA PENGAJAR,83,ORANG,2,2021
16471,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,WIRASWASTA,1334,ORANG,2,2021
16472,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,PERTANIAN DAN PETERNAKAN,24,ORANG,2,2021
16473,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,NELAYAN,0,ORANG,2,2021
16474,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,AGAMA DAN KEPERCAYAAN,4,ORANG,2,2021
16475,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,PELAJAR DAN MAHASISWA,1425,ORANG,2,2021
16476,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,TENAGA KESEHATAN,17,ORANG,2,2021
16477,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,PENSIUNAN,81,ORANG,2,2021
16478,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,GEDEBAGE,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,LAINNYA,908,ORANG,2,2021
16479,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,BELUM BEKERJA,2793,ORANG,2,2021
16480,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,APARATUR PEJABAT NEGARA,597,ORANG,2,2021
16481,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,TENAGA PENGAJAR,142,ORANG,2,2021
16482,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,WIRASWASTA,4310,ORANG,2,2021
16483,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,PERTANIAN DAN PETERNAKAN,18,ORANG,2,2021
16484,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,NELAYAN,0,ORANG,2,2021
16485,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,AGAMA DAN KEPERCAYAAN,3,ORANG,2,2021
16486,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,PELAJAR DAN MAHASISWA,2966,ORANG,2,2021
16487,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,TENAGA KESEHATAN,46,ORANG,2,2021
16488,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,PENSIUNAN,225,ORANG,2,2021
16489,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111004,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1001,CIPADUNG KULON,LAINNYA,2830,ORANG,2,2021
16490,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,BELUM BEKERJA,2768,ORANG,2,2021
16491,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,APARATUR PEJABAT NEGARA,1240,ORANG,2,2021
16492,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,TENAGA PENGAJAR,261,ORANG,2,2021
16493,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,WIRASWASTA,4430,ORANG,2,2021
16494,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,PERTANIAN DAN PETERNAKAN,7,ORANG,2,2021
16495,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,NELAYAN,1,ORANG,2,2021
16496,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,AGAMA DAN KEPERCAYAAN,4,ORANG,2,2021
16497,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,PELAJAR DAN MAHASISWA,3625,ORANG,2,2021
16498,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,TENAGA KESEHATAN,67,ORANG,2,2021
16499,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,PENSIUNAN,422,ORANG,2,2021
16500,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111002,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1002,CIPADUNG KIDUL,LAINNYA,2758,ORANG,2,2021
16501,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,BELUM BEKERJA,756,ORANG,2,2021
16502,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,APARATUR PEJABAT NEGARA,39,ORANG,2,2021
16503,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,TENAGA PENGAJAR,17,ORANG,2,2021
16504,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,WIRASWASTA,1157,ORANG,2,2021
16505,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,PERTANIAN DAN PETERNAKAN,15,ORANG,2,2021
16506,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,NELAYAN,1,ORANG,2,2021
16507,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,AGAMA DAN KEPERCAYAAN,4,ORANG,2,2021
16508,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,PELAJAR DAN MAHASISWA,696,ORANG,2,2021
16509,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,TENAGA KESEHATAN,5,ORANG,2,2021
16510,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,PENSIUNAN,19,ORANG,2,2021
16511,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111003,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1003,CIPADUNG WETAN,LAINNYA,854,ORANG,2,2021
16512,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,BELUM BEKERJA,1564,ORANG,2,2021
16513,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,APARATUR PEJABAT NEGARA,554,ORANG,2,2021
16514,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,TENAGA PENGAJAR,113,ORANG,2,2021
16515,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,WIRASWASTA,2228,ORANG,2,2021
16516,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,PERTANIAN DAN PETERNAKAN,3,ORANG,2,2021
16517,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,NELAYAN,0,ORANG,2,2021
16518,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,AGAMA DAN KEPERCAYAAN,3,ORANG,2,2021
16519,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,PELAJAR DAN MAHASISWA,1401,ORANG,2,2021
16520,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,TENAGA KESEHATAN,38,ORANG,2,2021
16521,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,PENSIUNAN,273,ORANG,2,2021
16522,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,3273111001,PANYILEUKAN,32.73.28,PANYILEUKAN,32.73.28.1004,MEKAR MULYA,LAINNYA,1331,ORANG,2,2021
16523,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CINAMBO,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,BELUM BEKERJA,1204,ORANG,2,2021
16524,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CINAMBO,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,APARATUR PEJABAT NEGARA,197,ORANG,2,2021
16525,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CINAMBO,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,TENAGA PENGAJAR,42,ORANG,2,2021
16526,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CINAMBO,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,WIRASWASTA,2089,ORANG,2,2021
16527,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CINAMBO,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,PERTANIAN DAN PETERNAKAN,4,ORANG,2,2021
