id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jenis_pekerjaan,jumlah_penduduk,satuan,semester,tahun
4258,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,BELUM BEKERJA,2353,ORANG,1,2018
4259,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,APARATUR PEJABAT NEGARA,409,ORANG,1,2018
4260,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,TENAGA PENGAJAR,65,ORANG,1,2018
4261,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,WIRASWASTA,5246,ORANG,1,2018
4262,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,PERTANIAN DAN PETERNAKAN,2,ORANG,1,2018
4263,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,NELAYAN,0,ORANG,1,2018
4264,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,AGAMA DAN KEPERCAYAAN,2,ORANG,1,2018
4265,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,PELAJAR DAN MAHASISWA,3138,ORANG,1,2018
4266,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,TENAGA KESEHATAN,20,ORANG,1,2018
4267,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,PENSIUNAN,252,ORANG,1,2018
4268,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,LAINNYA,3338,ORANG,1,2018
4269,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,BELUM BEKERJA,5534,ORANG,1,2018
4270,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,APARATUR PEJABAT NEGARA,504,ORANG,1,2018
4271,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,TENAGA PENGAJAR,181,ORANG,1,2018
4272,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,WIRASWASTA,10042,ORANG,1,2018
4273,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PERTANIAN DAN PETERNAKAN,15,ORANG,1,2018
4274,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,NELAYAN,0,ORANG,1,2018
4275,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,AGAMA DAN KEPERCAYAAN,4,ORANG,1,2018
4276,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PELAJAR DAN MAHASISWA,6132,ORANG,1,2018
4277,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,TENAGA KESEHATAN,65,ORANG,1,2018
4278,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PENSIUNAN,323,ORANG,1,2018
4279,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,LAINNYA,7348,ORANG,1,2018
4280,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,BELUM BEKERJA,3938,ORANG,1,2018
4281,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,APARATUR PEJABAT NEGARA,799,ORANG,1,2018
4282,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,TENAGA PENGAJAR,146,ORANG,1,2018
4283,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,WIRASWASTA,6916,ORANG,1,2018
4284,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,PERTANIAN DAN PETERNAKAN,11,ORANG,1,2018
4285,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,NELAYAN,0,ORANG,1,2018
4286,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,AGAMA DAN KEPERCAYAAN,1,ORANG,1,2018
4287,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,PELAJAR DAN MAHASISWA,4532,ORANG,1,2018
4288,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,TENAGA KESEHATAN,62,ORANG,1,2018
4289,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,PENSIUNAN,352,ORANG,1,2018
4290,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,LAINNYA,4571,ORANG,1,2018
4291,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,BELUM BEKERJA,1701,ORANG,1,2018
4292,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,APARATUR PEJABAT NEGARA,295,ORANG,1,2018
4293,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,TENAGA PENGAJAR,104,ORANG,1,2018
4294,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,WIRASWASTA,3962,ORANG,1,2018
4295,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,PERTANIAN DAN PETERNAKAN,1,ORANG,1,2018
4296,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,NELAYAN,0,ORANG,1,2018
4297,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,AGAMA DAN KEPERCAYAAN,2,ORANG,1,2018
4298,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,PELAJAR DAN MAHASISWA,2268,ORANG,1,2018
4299,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,TENAGA KESEHATAN,44,ORANG,1,2018
4300,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,PENSIUNAN,269,ORANG,1,2018
4301,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,COBLONG,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,LAINNYA,2249,ORANG,1,2018
4302,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,BELUM BEKERJA,656,ORANG,1,2018
4303,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,APARATUR PEJABAT NEGARA,104,ORANG,1,2018
4304,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,TENAGA PENGAJAR,28,ORANG,1,2018
4305,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,WIRASWASTA,1352,ORANG,1,2018
4306,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,PERTANIAN DAN PETERNAKAN,2,ORANG,1,2018
4307,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,NELAYAN,0,ORANG,1,2018
4308,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,AGAMA DAN KEPERCAYAAN,3,ORANG,1,2018
4309,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,PELAJAR DAN MAHASISWA,801,ORANG,1,2018
4310,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,TENAGA KESEHATAN,13,ORANG,1,2018
4311,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,PENSIUNAN,75,ORANG,1,2018
4312,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,LAINNYA,900,ORANG,1,2018
4313,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,BELUM BEKERJA,1687,ORANG,1,2018
4314,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,APARATUR PEJABAT NEGARA,371,ORANG,1,2018
4315,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,TENAGA PENGAJAR,173,ORANG,1,2018
4316,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,WIRASWASTA,3382,ORANG,1,2018
4317,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,PERTANIAN DAN PETERNAKAN,11,ORANG,1,2018
4318,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,NELAYAN,0,ORANG,1,2018
4319,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,AGAMA DAN KEPERCAYAAN,4,ORANG,1,2018
4320,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,PELAJAR DAN MAHASISWA,2202,ORANG,1,2018
4321,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,TENAGA KESEHATAN,20,ORANG,1,2018
4322,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,PENSIUNAN,173,ORANG,1,2018
4323,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,CIDADAP,32.73.08,CIDADAP,32.73.08.1003,LEDENG,LAINNYA,2467,ORANG,1,2018
4324,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,BELUM BEKERJA,1536,ORANG,1,2018
4325,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,APARATUR PEJABAT NEGARA,1676,ORANG,1,2018
4326,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,TENAGA PENGAJAR,102,ORANG,1,2018
4327,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,WIRASWASTA,2331,ORANG,1,2018
4328,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,PERTANIAN DAN PETERNAKAN,4,ORANG,1,2018
4329,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,NELAYAN,0,ORANG,1,2018
4330,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,AGAMA DAN KEPERCAYAAN,3,ORANG,1,2018
4331,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,PELAJAR DAN MAHASISWA,2480,ORANG,1,2018
4332,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,TENAGA KESEHATAN,80,ORANG,1,2018
4333,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,PENSIUNAN,304,ORANG,1,2018
4334,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LENGKONG,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,LAINNYA,2019,ORANG,1,2018
4335,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,BELUM BEKERJA,1254,ORANG,1,2018
4336,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,APARATUR PEJABAT NEGARA,209,ORANG,1,2018
4337,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,TENAGA PENGAJAR,67,ORANG,1,2018
4338,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,WIRASWASTA,3129,ORANG,1,2018
4339,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,PERTANIAN DAN PETERNAKAN,3,ORANG,1,2018
4340,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,NELAYAN,1,ORANG,1,2018
4341,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,AGAMA DAN KEPERCAYAAN,2,ORANG,1,2018
4342,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,PELAJAR DAN MAHASISWA,1729,ORANG,1,2018
4343,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,TENAGA KESEHATAN,44,ORANG,1,2018
4344,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,PENSIUNAN,173,ORANG,1,2018
4345,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,LENGKONG,32.73.13,LENGKONG,32.73.13.1006,MALABAR,LAINNYA,1982,ORANG,1,2018
4346,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,BELUM BEKERJA,3467,ORANG,1,2018
4347,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,APARATUR PEJABAT NEGARA,375,ORANG,1,2018
4348,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,TENAGA PENGAJAR,144,ORANG,1,2018
4349,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,WIRASWASTA,7322,ORANG,1,2018
4350,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,PERTANIAN DAN PETERNAKAN,2,ORANG,1,2018
4351,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,NELAYAN,0,ORANG,1,2018
4352,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,AGAMA DAN KEPERCAYAAN,7,ORANG,1,2018
4353,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,PELAJAR DAN MAHASISWA,4212,ORANG,1,2018
4354,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,TENAGA KESEHATAN,41,ORANG,1,2018
4355,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,PENSIUNAN,227,ORANG,1,2018
4356,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,ANDIR,32.73.05,ANDIR,32.73.05.1001,MALEBER,LAINNYA,4514,ORANG,1,2018
4357,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,BELUM BEKERJA,2913,ORANG,1,2018
4358,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,APARATUR PEJABAT NEGARA,461,ORANG,1,2018
4359,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,TENAGA PENGAJAR,94,ORANG,1,2018
4360,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,WIRASWASTA,5823,ORANG,1,2018
4361,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,PERTANIAN DAN PETERNAKAN,3,ORANG,1,2018
4362,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,NELAYAN,0,ORANG,1,2018
4363,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,AGAMA DAN KEPERCAYAAN,4,ORANG,1,2018
4364,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,PELAJAR DAN MAHASISWA,3516,ORANG,1,2018
4365,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,TENAGA KESEHATAN,21,ORANG,1,2018
4366,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,PENSIUNAN,291,ORANG,1,2018
4367,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,BATUNUNGGAL,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,LAINNYA,3877,ORANG,1,2018
4368,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,BELUM BEKERJA,3393,ORANG,1,2018
4369,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,APARATUR PEJABAT NEGARA,1395,ORANG,1,2018
4370,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,TENAGA PENGAJAR,303,ORANG,1,2018
4371,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,WIRASWASTA,6677,ORANG,1,2018
4372,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,PERTANIAN DAN PETERNAKAN,6,ORANG,1,2018
4373,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,NELAYAN,0,ORANG,1,2018
4374,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,AGAMA DAN KEPERCAYAAN,2,ORANG,1,2018
4375,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,PELAJAR DAN MAHASISWA,4414,ORANG,1,2018
4376,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,TENAGA KESEHATAN,103,ORANG,1,2018
4377,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,PENSIUNAN,1427,ORANG,1,2018
4378,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,3273100005,RANCASARI,32.73.23,RANCASARI,32.73.23.1003,MANJAHLEGA,LAINNYA,4149,ORANG,1,2018
4379,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,BELUM BEKERJA,3748,ORANG,1,2018
4380,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,APARATUR PEJABAT NEGARA,544,ORANG,1,2018
4381,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,TENAGA PENGAJAR,138,ORANG,1,2018
